,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
88259,GUARSEED1020SEP21PE4450S,GUARSEED1020SEP21PE4450S,GUARSEED10,20SEP2021,445000.0,5,OPTFUT,NCDEX,50.0
88260,DHANIYA20AUG2021,DHANIYA20AUG2021,DHANIYA,20AUG2021,-1.0,5,FUTCOM,NCDEX,200.0
88261,WHEATFAQ18JUN21PE1820S,WHEATFAQ18JUN21PE1820S,WHEATFAQ,18JUN2021,182000.0,10,OPTFUT,NCDEX,50.0
88262,RMSEED18JUN21PE5300S,RMSEED18JUN21PE5300S,RMSEED,18JUN2021,530000.0,10,OPTFUT,NCDEX,50.0
88263,SYBEANIDR20SEP21PE4700S,SYBEANIDR20SEP21PE4700S,SYBEANIDR,20SEP2021,470000.0,5,OPTFUT,NCDEX,100.0
88264,MAIZE20JUL21PE1325S,MAIZE20JUL21PE1325S,MAIZE,20JUL2021,132500.0,10,OPTFUT,NCDEX,50.0
88265,SYBEANIDR20OCT21PE4750S,SYBEANIDR20OCT21PE4750S,SYBEANIDR,20OCT2021,475000.0,5,OPTFUT,NCDEX,100.0
88266,RMSEED20JUL21PE5700S,RMSEED20JUL21PE5700S,RMSEED,20JUL2021,570000.0,10,OPTFUT,NCDEX,50.0
88267,WHEATFAQ18JUN21CE1830S,WHEATFAQ18JUN21CE1830S,WHEATFAQ,18JUN2021,183000.0,10,OPTFUT,NCDEX,50.0
88268,SYBEANIDR20OCT21CE5950S,SYBEANIDR20OCT21CE5950S,SYBEANIDR,20OCT2021,595000.0,5,OPTFUT,NCDEX,100.0
88269,SYBEANIDR20JUL21CE7350S,SYBEANIDR20JUL21CE7350S,SYBEANIDR,20JUL2021,735000.0,5,OPTFUT,NCDEX,100.0
88270,GUR20JUL2021,GUR20JUL2021,GUR,20JUL2021,-1.0,10,FUTCOM,NCDEX,50.0
88271,GUARGUM520JUL21PE6000S,GUARGUM520JUL21PE6000S,GUARGUM5,20JUL2021,600000.0,5,OPTFUT,NCDEX,50.0
88272,SYBEANIDR20JUL21PE4750S,SYBEANIDR20JUL21PE4750S,SYBEANIDR,20JUL2021,475000.0,5,OPTFUT,NCDEX,100.0
88273,SYODEGUM,SYODEGUM,SYODEGUM,,-1.0,1,COMDTY,NCDEX,1.0
88274,SYBEANIDR20DEC21CE6000S,SYBEANIDR20DEC21CE6000S,SYBEANIDR,20DEC2021,600000.0,5,OPTFUT,NCDEX,100.0
88275,SYBEANIDR20SEP21PE7050S,SYBEANIDR20SEP21PE7050S,SYBEANIDR,20SEP2021,705000.0,5,OPTFUT,NCDEX,100.0
88276,MAIZE20AUG21PE1650S,MAIZE20AUG21PE1650S,MAIZE,20AUG2021,165000.0,10,OPTFUT,NCDEX,50.0
88277,RMSEED20SEP21PE7100S,RMSEED20SEP21PE7100S,RMSEED,20SEP2021,710000.0,10,OPTFUT,NCDEX,50.0
88278,RMSEED20SEP21CE7700S,RMSEED20SEP21CE7700S,RMSEED,20SEP2021,770000.0,10,OPTFUT,NCDEX,50.0
88279,SYBEANIDR20SEP21CE7100S,SYBEANIDR20SEP21CE7100S,SYBEANIDR,20SEP2021,710000.0,5,OPTFUT,NCDEX,100.0
88280,RMSEED20AUG21PE7900S,RMSEED20AUG21PE7900S,RMSEED,20AUG2021,790000.0,10,OPTFUT,NCDEX,50.0
88281,SYBEANIDR20SEP21PE5800S,SYBEANIDR20SEP21PE5800S,SYBEANIDR,20SEP2021,580000.0,5,OPTFUT,NCDEX,100.0
88282,MAIZE20SEP21PE1450S,MAIZE20SEP21PE1450S,MAIZE,20SEP2021,145000.0,10,OPTFUT,NCDEX,50.0
88283,GUARGUM518JUN21CE6500S,GUARGUM518JUN21CE6500S,GUARGUM5,18JUN2021,650000.0,5,OPTFUT,NCDEX,50.0
88284,RMSEED20AUG21CE6900S,RMSEED20AUG21CE6900S,RMSEED,20AUG2021,690000.0,10,OPTFUT,NCDEX,50.0
88285,GUARSEED1020AUG21PE3450S,GUARSEED1020AUG21PE3450S,GUARSEED10,20AUG2021,345000.0,5,OPTFUT,NCDEX,50.0
88286,SYBEANIDR20JUL21PE4450S,SYBEANIDR20JUL21PE4450S,SYBEANIDR,20JUL2021,445000.0,5,OPTFUT,NCDEX,100.0
88287,CASTOR18JUN2021,CASTOR18JUN2021,CASTOR,18JUN2021,-1.0,5,FUTCOM,NCDEX,200.0
88288,GUARGUM520SEP21PE6600S,GUARGUM520SEP21PE6600S,GUARGUM5,20SEP2021,660000.0,5,OPTFUT,NCDEX,50.0
88289,GUARGUM518NOV21PE7000S,GUARGUM518NOV21PE7000S,GUARGUM5,18NOV2021,700000.0,5,OPTFUT,NCDEX,50.0
88290,WHEATFAQ18JUN21CE1850S,WHEATFAQ18JUN21CE1850S,WHEATFAQ,18JUN2021,185000.0,10,OPTFUT,NCDEX,50.0
88291,GUARGUM520OCT21CE6200S,GUARGUM520OCT21CE6200S,GUARGUM5,20OCT2021,620000.0,5,OPTFUT,NCDEX,50.0
88292,SYBEANIDR18JUN21CE6200S,SYBEANIDR18JUN21CE6200S,SYBEANIDR,18JUN2021,620000.0,5,OPTFUT,NCDEX,100.0
88293,RMSEED20AUG21PE6900S,RMSEED20AUG21PE6900S,RMSEED,20AUG2021,690000.0,10,OPTFUT,NCDEX,50.0
88294,WHEATFAQ20AUG21CE1940S,WHEATFAQ20AUG21CE1940S,WHEATFAQ,20AUG2021,194000.0,10,OPTFUT,NCDEX,50.0
88295,SYBEANIDR20JUL21PE4050S,SYBEANIDR20JUL21PE4050S,SYBEANIDR,20JUL2021,405000.0,5,OPTFUT,NCDEX,100.0
88296,WHEATFAQ20JUL21CE1810S,WHEATFAQ20JUL21CE1810S,WHEATFAQ,20JUL2021,181000.0,10,OPTFUT,NCDEX,50.0
88297,SYBEANIDR20AUG21PE5850S,SYBEANIDR20AUG21PE5850S,SYBEANIDR,20AUG2021,585000.0,5,OPTFUT,NCDEX,100.0
88298,RMSEED18JUN21PE7550S,RMSEED18JUN21PE7550S,RMSEED,18JUN2021,755000.0,10,OPTFUT,NCDEX,50.0
88299,SYBEANIDR20AUG21CE5700S,SYBEANIDR20AUG21CE5700S,SYBEANIDR,20AUG2021,570000.0,5,OPTFUT,NCDEX,100.0
88300,WHEATFAQ20AUG21PE1930S,WHEATFAQ20AUG21PE1930S,WHEATFAQ,20AUG2021,193000.0,10,OPTFUT,NCDEX,50.0
88301,SYBEANIDR20DEC21CE5900S,SYBEANIDR20DEC21CE5900S,SYBEANIDR,20DEC2021,590000.0,5,OPTFUT,NCDEX,100.0
88302,WHEATFAQ20SEP21PE1830S,WHEATFAQ20SEP21PE1830S,WHEATFAQ,20SEP2021,183000.0,10,OPTFUT,NCDEX,50.0
88303,WHEATFAQ20JUL21CE1830S,WHEATFAQ20JUL21CE1830S,WHEATFAQ,20JUL2021,183000.0,10,OPTFUT,NCDEX,50.0
88304,GUARSEED1020AUG21CE4250S,GUARSEED1020AUG21CE4250S,GUARSEED10,20AUG2021,425000.0,5,OPTFUT,NCDEX,50.0
88305,SYBEANIDR20SEP21CE6250S,SYBEANIDR20SEP21CE6250S,SYBEANIDR,20SEP2021,625000.0,5,OPTFUT,NCDEX,100.0
88306,GUARGUM520OCT21CE5700S,GUARGUM520OCT21CE5700S,GUARGUM5,20OCT2021,570000.0,5,OPTFUT,NCDEX,50.0
88307,RMSEED20AUG21CE6950S,RMSEED20AUG21CE6950S,RMSEED,20AUG2021,695000.0,10,OPTFUT,NCDEX,50.0
88308,WHEATFAQ20AUG21CE1930S,WHEATFAQ20AUG21CE1930S,WHEATFAQ,20AUG2021,193000.0,10,OPTFUT,NCDEX,50.0
88309,SYBEANIDR20JUL21PE4600S,SYBEANIDR20JUL21PE4600S,SYBEANIDR,20JUL2021,460000.0,5,OPTFUT,NCDEX,100.0
88310,SYBEANIDR18JUN21PE7750S,SYBEANIDR18JUN21PE7750S,SYBEANIDR,18JUN2021,775000.0,5,OPTFUT,NCDEX,100.0
88311,SYBEANIDR20AUG21PE5500S,SYBEANIDR20AUG21PE5500S,SYBEANIDR,20AUG2021,550000.0,5,OPTFUT,NCDEX,100.0
88312,SYBEANIDR18JUN21PE5800S,SYBEANIDR18JUN21PE5800S,SYBEANIDR,18JUN2021,580000.0,5,OPTFUT,NCDEX,100.0
88313,SYBEANIDR20SEP21PE6400S,SYBEANIDR20SEP21PE6400S,SYBEANIDR,20SEP2021,640000.0,5,OPTFUT,NCDEX,100.0
88314,SYBEANIDR20JUL21CE7150S,SYBEANIDR20JUL21CE7150S,SYBEANIDR,20JUL2021,715000.0,5,OPTFUT,NCDEX,100.0
88315,SYBEANIDR20AUG21PE5350S,SYBEANIDR20AUG21PE5350S,SYBEANIDR,20AUG2021,535000.0,5,OPTFUT,NCDEX,100.0
88316,GUARSEED1020SEP21CE3500S,GUARSEED1020SEP21CE3500S,GUARSEED10,20SEP2021,350000.0,5,OPTFUT,NCDEX,50.0
88317,RMSEED20AUG21CE6500S,RMSEED20AUG21CE6500S,RMSEED,20AUG2021,650000.0,10,OPTFUT,NCDEX,50.0
88318,CHANA20AUG21CE5200S,CHANA20AUG21CE5200S,CHANA,20AUG2021,520000.0,10,OPTFUT,NCDEX,50.0
88319,WHEATFAQ20JUL21CE1920S,WHEATFAQ20JUL21CE1920S,WHEATFAQ,20JUL2021,192000.0,10,OPTFUT,NCDEX,50.0
88320,WHEATFAQ20AUG21PE1790S,WHEATFAQ20AUG21PE1790S,WHEATFAQ,20AUG2021,179000.0,10,OPTFUT,NCDEX,50.0
88321,SYBEANIDR20JUL21PE5850S,SYBEANIDR20JUL21PE5850S,SYBEANIDR,20JUL2021,585000.0,5,OPTFUT,NCDEX,100.0
88322,GUARGUM518JUN21CE6900S,GUARGUM518JUN21CE6900S,GUARGUM5,18JUN2021,690000.0,5,OPTFUT,NCDEX,50.0
88323,GUARSEED1020SEP21CE3550S,GUARSEED1020SEP21CE3550S,GUARSEED10,20SEP2021,355000.0,5,OPTFUT,NCDEX,50.0
88324,RMSEED20JUL21PE6500S,RMSEED20JUL21PE6500S,RMSEED,20JUL2021,650000.0,10,OPTFUT,NCDEX,50.0
88325,SYBEANIDR20JUL21CE4600S,SYBEANIDR20JUL21CE4600S,SYBEANIDR,20JUL2021,460000.0,5,OPTFUT,NCDEX,100.0
88326,SYBEANIDR20SEP21PE4750S,SYBEANIDR20SEP21PE4750S,SYBEANIDR,20SEP2021,475000.0,5,OPTFUT,NCDEX,100.0
88327,CHANA20SEP21CE5700S,CHANA20SEP21CE5700S,CHANA,20SEP2021,570000.0,10,OPTFUT,NCDEX,50.0
88328,GUARGUM5,GUARGUM5,GUARGUM5,,-1.0,1,COMDTY,NCDEX,1.0
88329,CHANA20JUL21PE5600S,CHANA20JUL21PE5600S,CHANA,20JUL2021,560000.0,10,OPTFUT,NCDEX,50.0
88330,SYBEANIDR20SEP21CE4700S,SYBEANIDR20SEP21CE4700S,SYBEANIDR,20SEP2021,470000.0,5,OPTFUT,NCDEX,100.0
88331,RMSEED20SEP21CE6750S,RMSEED20SEP21CE6750S,RMSEED,20SEP2021,675000.0,10,OPTFUT,NCDEX,50.0
88332,SYBEANIDR20JUL21CE5800S,SYBEANIDR20JUL21CE5800S,SYBEANIDR,20JUL2021,580000.0,5,OPTFUT,NCDEX,100.0
88333,SYBEANIDR20SEP21CE4750S,SYBEANIDR20SEP21CE4750S,SYBEANIDR,20SEP2021,475000.0,5,OPTFUT,NCDEX,100.0
88334,SYBEANIDR20SEP21PE6500S,SYBEANIDR20SEP21PE6500S,SYBEANIDR,20SEP2021,650000.0,5,OPTFUT,NCDEX,100.0
88335,TMCFGRNZM,TMCFGRNZM,TMCFGRNZM,,-1.0,1,COMDTY,NCDEX,1.0
88336,COTTON20APR2022,COTTON20APR2022,COTTON,20APR2022,-1.0,1,FUTCOM,NCDEX,1000.0
88337,WHEATFAQ20AUG21CE1870S,WHEATFAQ20AUG21CE1870S,WHEATFAQ,20AUG2021,187000.0,10,OPTFUT,NCDEX,50.0
88338,CHANA20AUG21PE5400S,CHANA20AUG21PE5400S,CHANA,20AUG2021,540000.0,10,OPTFUT,NCDEX,50.0
88339,SYBEANIDR20AUG21CE7050S,SYBEANIDR20AUG21CE7050S,SYBEANIDR,20AUG2021,705000.0,5,OPTFUT,NCDEX,100.0
88340,JEERAUNJHA20SEP2021,JEERAUNJHA20SEP2021,JEERAUNJHA,20SEP2021,-1.0,3,FUTCOM,NCDEX,500.0
88341,GUARGUM518JUN21CE5500S,GUARGUM518JUN21CE5500S,GUARGUM5,18JUN2021,550000.0,5,OPTFUT,NCDEX,50.0
88342,RMSEED18JUN21CE5300S,RMSEED18JUN21CE5300S,RMSEED,18JUN2021,530000.0,10,OPTFUT,NCDEX,50.0
88343,SYBEANIDR20JUL21PE6750S,SYBEANIDR20JUL21PE6750S,SYBEANIDR,20JUL2021,675000.0,5,OPTFUT,NCDEX,100.0
88344,CHANA18JUN21PE4800S,CHANA18JUN21PE4800S,CHANA,18JUN2021,480000.0,10,OPTFUT,NCDEX,50.0
88345,GUARGUM520JUL21PE7000S,GUARGUM520JUL21PE7000S,GUARGUM5,20JUL2021,700000.0,5,OPTFUT,NCDEX,50.0
88346,RMSEED20JUL21PE6700S,RMSEED20JUL21PE6700S,RMSEED,20JUL2021,670000.0,10,OPTFUT,NCDEX,50.0
88347,GUARSEED1020JUL21PE4400S,GUARSEED1020JUL21PE4400S,GUARSEED10,20JUL2021,440000.0,5,OPTFUT,NCDEX,50.0
88348,GUARSEED1018NOV21CE4050S,GUARSEED1018NOV21CE4050S,GUARSEED10,18NOV2021,405000.0,5,OPTFUT,NCDEX,50.0
88349,GUARSEED1018NOV21PE4550S,GUARSEED1018NOV21PE4550S,GUARSEED10,18NOV2021,455000.0,5,OPTFUT,NCDEX,50.0
88350,CHANA20SEP21CE5600S,CHANA20SEP21CE5600S,CHANA,20SEP2021,560000.0,10,OPTFUT,NCDEX,50.0
88351,GUARSEED1020SEP21PE3950S,GUARSEED1020SEP21PE3950S,GUARSEED10,20SEP2021,395000.0,5,OPTFUT,NCDEX,50.0
88352,RMSEED18JUN21PE7000S,RMSEED18JUN21PE7000S,RMSEED,18JUN2021,700000.0,10,OPTFUT,NCDEX,50.0
88353,SYBEANIDR18NOV21CE5700S,SYBEANIDR18NOV21CE5700S,SYBEANIDR,18NOV2021,570000.0,5,OPTFUT,NCDEX,100.0
88354,GUARGUM520AUG21PE5900S,GUARGUM520AUG21PE5900S,GUARGUM5,20AUG2021,590000.0,5,OPTFUT,NCDEX,50.0
88355,SYBEANIDR18JUN21CE7050S,SYBEANIDR18JUN21CE7050S,SYBEANIDR,18JUN2021,705000.0,5,OPTFUT,NCDEX,100.0
88356,BAJRA20JUL2021,BAJRA20JUL2021,BAJRA,20JUL2021,-1.0,10,FUTCOM,NCDEX,100.0
88357,SYBEANIDR18JUN21PE4200S,SYBEANIDR18JUN21PE4200S,SYBEANIDR,18JUN2021,420000.0,5,OPTFUT,NCDEX,100.0
88358,GUARSEED1020JUL21CE4050S,GUARSEED1020JUL21CE4050S,GUARSEED10,20JUL2021,405000.0,5,OPTFUT,NCDEX,50.0
88359,WHEATFAQ20SEP21PE1870S,WHEATFAQ20SEP21PE1870S,WHEATFAQ,20SEP2021,187000.0,10,OPTFUT,NCDEX,50.0
88360,URMFAQMUM,URMFAQMUM,URMFAQMUM,,-1.0,1,COMDTY,NCDEX,1.0
88361,GUARGUM518NOV21PE7400S,GUARGUM518NOV21PE7400S,GUARGUM5,18NOV2021,740000.0,5,OPTFUT,NCDEX,50.0
88362,GUARSEED1020AUG21PE4400S,GUARSEED1020AUG21PE4400S,GUARSEED10,20AUG2021,440000.0,5,OPTFUT,NCDEX,50.0
88363,MSRBLDIDR,MSRBLDIDR,MSRBLDIDR,,-1.0,1,COMDTY,NCDEX,1.0
88364,SYBEANIDR18JUN21CE6950S,SYBEANIDR18JUN21CE6950S,SYBEANIDR,18JUN2021,695000.0,5,OPTFUT,NCDEX,100.0
88365,RMSEED20JUL21CE6600S,RMSEED20JUL21CE6600S,RMSEED,20JUL2021,660000.0,10,OPTFUT,NCDEX,50.0
88366,SYBEANIDR20OCT21CE5700S,SYBEANIDR20OCT21CE5700S,SYBEANIDR,20OCT2021,570000.0,5,OPTFUT,NCDEX,100.0
88367,RMSEED20SEP21CE7600S,RMSEED20SEP21CE7600S,RMSEED,20SEP2021,760000.0,10,OPTFUT,NCDEX,50.0
88368,SYBEANIDR20AUG21PE4300S,SYBEANIDR20AUG21PE4300S,SYBEANIDR,20AUG2021,430000.0,5,OPTFUT,NCDEX,100.0
88369,PADYPB1121,PADYPB1121,PADYPB1121,,-1.0,1,COMDTY,NCDEX,1.0
88370,GUARSEED1020OCT21CE4300S,GUARSEED1020OCT21CE4300S,GUARSEED10,20OCT2021,430000.0,5,OPTFUT,NCDEX,50.0
88371,GUARGUM520OCT21CE6100S,GUARGUM520OCT21CE6100S,GUARGUM5,20OCT2021,610000.0,5,OPTFUT,NCDEX,50.0
88372,RMSEED18JUN21PE6050S,RMSEED18JUN21PE6050S,RMSEED,18JUN2021,605000.0,10,OPTFUT,NCDEX,50.0
88373,GUARSEED1020SEP21CE4050S,GUARSEED1020SEP21CE4050S,GUARSEED10,20SEP2021,405000.0,5,OPTFUT,NCDEX,50.0
88374,WHEATFAQ20SEP21PE1820S,WHEATFAQ20SEP21PE1820S,WHEATFAQ,20SEP2021,182000.0,10,OPTFUT,NCDEX,50.0
88375,SYBEANIDR20JUL21CE4850S,SYBEANIDR20JUL21CE4850S,SYBEANIDR,20JUL2021,485000.0,5,OPTFUT,NCDEX,100.0
88376,WHEATFAQ20JUL21CE1950S,WHEATFAQ20JUL21CE1950S,WHEATFAQ,20JUL2021,195000.0,10,OPTFUT,NCDEX,50.0
88377,RMSEED20AUG21PE6500S,RMSEED20AUG21PE6500S,RMSEED,20AUG2021,650000.0,10,OPTFUT,NCDEX,50.0
88378,WHEATFAQ20SEP21PE1790S,WHEATFAQ20SEP21PE1790S,WHEATFAQ,20SEP2021,179000.0,10,OPTFUT,NCDEX,50.0
88379,SYBEANIDR18JUN21CE3900S,SYBEANIDR18JUN21CE3900S,SYBEANIDR,18JUN2021,390000.0,5,OPTFUT,NCDEX,100.0
88380,CHANA20AUG21CE5100S,CHANA20AUG21CE5100S,CHANA,20AUG2021,510000.0,10,OPTFUT,NCDEX,50.0
88381,SYBEANIDR20SEP21CE6950S,SYBEANIDR20SEP21CE6950S,SYBEANIDR,20SEP2021,695000.0,5,OPTFUT,NCDEX,100.0
88382,RMSEED18JUN21CE7050S,RMSEED18JUN21CE7050S,RMSEED,18JUN2021,705000.0,10,OPTFUT,NCDEX,50.0
88383,CHANA18JUN21CE5250S,CHANA18JUN21CE5250S,CHANA,18JUN2021,525000.0,10,OPTFUT,NCDEX,50.0
88384,GUARSEED1018JUN21CE3500S,GUARSEED1018JUN21CE3500S,GUARSEED10,18JUN2021,350000.0,5,OPTFUT,NCDEX,50.0
88385,MAIZEDEL,MAIZEDEL,MAIZEDEL,,-1.0,1,COMDTY,NCDEX,1.0
88386,COPPER,COPPER,COPPER,,-1.0,1,COMDTY,NCDEX,1.0
88387,GUARGUM518NOV21PE6900S,GUARGUM518NOV21PE6900S,GUARGUM5,18NOV2021,690000.0,5,OPTFUT,NCDEX,50.0
88388,MAIZE20SEP21CE1550S,MAIZE20SEP21CE1550S,MAIZE,20SEP2021,155000.0,10,OPTFUT,NCDEX,50.0
88389,GUARSEED1018NOV21PE5000S,GUARSEED1018NOV21PE5000S,GUARSEED10,18NOV2021,500000.0,5,OPTFUT,NCDEX,50.0
88390,SYBEANIDR20DEC21PE5650S,SYBEANIDR20DEC21PE5650S,SYBEANIDR,20DEC2021,565000.0,5,OPTFUT,NCDEX,100.0
